trunk_morph_id	image_id	file_name	length_width_ratio_mean	major_axis_length_um_mean	minor_axis_length_um_mean	consensus_axis_length_um	consensus_axis_perp_width_um_mean	consensus_axis_length_width_ratio_mean	overall_shape_note	foxf1_area_um2_mean	foxf1_fraction_mean	foxf1_posterior_edge_distance_um_mean	foxf1_posterior_p10_distance_um_mean	foxf1_posterior_centroid_distance_um_mean	foxf1_bilaterality_index_mean	foxf1_weighted_bilaterality_index_mean	foxf1_size_note	foxf1_posterior_position_note	foxf1_bilaterality_note	foxf1_weighted_bilaterality_note	mesp2_area_um2_mean	mesp2_fraction_mean	mesp2_bilaterality_index_mean	mesp2_weighted_bilaterality_index_mean	mesp2_size_note	mesp2_bilaterality_note	mesp2_weighted_bilaterality_note	pax8_area_um2_mean	pax8_fraction_mean	pax8_bilaterality_index_mean	pax8_weighted_bilaterality_index_mean	pax8_size_note	pax8_bilaterality_note	pax8_weighted_bilaterality_note	draft_day5_description	bilateral somites (y/n)	neural tube with lumen (y/n)
11	2026-01-02_day5_pax8_11	11.czi	1.6147701218848884	891.7052169835182	552.2394308225671	969.8626662962612	335.5889250613327	2.8905721886888944	compact	109193.71666666666	0.3004476450583891	50.06820608559103	163.30449416063277	311.3166531322297	0.3950447457995233	0.0559976644425524	intermediate LPM	posterior LPM	asymmetric	asymmetric	68128.78222222223	0.1874570515980164	0.201396095998846	0.0396261091806415	small MESP2	asymmetric	asymmetric	42165.68777777777	0.1160193276850695	0.0829631335474644	0.043337907271227	small IM	asymmetric	asymmetric	compact; LPM intermediate LPM, posterior LPM, asymmetric; MESP2 small MESP2, asymmetric; IM small IM, asymmetric		
12	2026-01-02_day5_pax8_12	12.czi	2.969336467141174	1180.213567496444	397.51453168908694	1188.0515312914215	254.53640600105004	4.66809070419247	elongated	26004.21777777778	0.077824790256222	298.90595898298375	576.5339173157888	641.3169448547686	0.0226063740158437	0.0185271578845451	small LPM	anterior-shifted LPM	asymmetric	asymmetric	124567.83444444444	0.3728035840630133	0.8617998156502168	0.8532273754663338	small MESP2	bilateral-like	bilateral-like	64151.08555555557	0.1919898079893988	0.3437411380854583	0.1038555627833738	small IM	asymmetric	asymmetric	elongated; LPM small LPM, anterior-shifted LPM, asymmetric; MESP2 small MESP2, bilateral-like; IM small IM, asymmetric		
13	2026-01-02_day5_pax8_13	13.czi	2.6329084144415074	1249.3665553821347	474.5620211722723	1230.2007307510708	331.4818308949798	3.71158633027837	elongated	78616.73444444446	0.1791477464309004	50.999429609305835	485.49491683353546	670.2851649638818	0.0466346815826762	0.0010622961953924	intermediate LPM	posterior LPM	asymmetric	asymmetric	219232.43333333332	0.4995755249028243	0.8327239110114367	0.8881671211820075	large MESP2	bilateral-like	bilateral-like	88233.02222222222	0.2010608454243125	0.4476743098652561	0.5658509635966079	intermediate IM	asymmetric	partially bilateral	elongated; LPM intermediate LPM, posterior LPM, asymmetric; MESP2 large MESP2, bilateral-like; IM intermediate IM, asymmetric		
14	2026-01-02_day5_pax8_14	14.czi	2.3612492709228254	1280.426876492274	542.2803497277056	1321.6020792588183	360.8699757830776	3.662512716604852	intermediate	77097.124	0.1491476083863408	157.14744734961266	464.9857258888572	606.7801323699352	0.0204888275886664	0.0183482159283524	intermediate LPM	mid-axis LPM	asymmetric	asymmetric	150280.20800000004	0.2907233428188818	0.8769056639598934	0.8617070845917805	intermediate MESP2	bilateral-like	bilateral-like	87652.69500000002	0.1695678016195179	0.0081637824069175	0.0017015200161724	intermediate IM	asymmetric	asymmetric	intermediate; LPM intermediate LPM, mid-axis LPM, asymmetric; MESP2 intermediate MESP2, bilateral-like; IM intermediate IM, asymmetric		
15	2026-01-02_day5_pax8_15	15.czi	1.7448538311874109	1117.0401772136493	640.265306184268	1190.8801631979077	404.0220243359608	2.949360501950548	compact	89910.20999999999	0.1784333186362518	430.2709886058402	543.5331153462014	710.7810095242937	0.0021980694650225	3.6785836428707696e-05	intermediate LPM	anterior-shifted LPM	asymmetric	asymmetric	148945.55000000002	0.2955932233124779	0.8017588566370757	0.9007278020302996	intermediate MESP2	bilateral-like	bilateral-like	70506.28000000001	0.1399248152695538	0.0591366884148915	0.0051268100468649	small IM	asymmetric	asymmetric	compact; LPM intermediate LPM, anterior-shifted LPM, asymmetric; MESP2 intermediate MESP2, bilateral-like; IM small IM, asymmetric		
16	2026-01-02_day5_pax8_16	16.czi	1.610988392297391	962.2897493898432	597.3314856468982	1057.6394440997256	323.77572457762045	3.266651785237626	compact	199862.9336363636	0.485834648242379	343.0703982902773	440.6940981450173	639.7980948151176	0.1635356214032106	0.0097935354341344	large LPM	anterior-shifted LPM	asymmetric	asymmetric	190920.8363636364	0.4640978479062602	0.7175700183491374	0.4513187940452761	large MESP2	partially bilateral	asymmetric	154269.19181818183	0.3750035946034265	0.1837805165266596	0.0743718941116862	large IM	asymmetric	asymmetric	compact; LPM large LPM, anterior-shifted LPM, asymmetric; MESP2 large MESP2, partially bilateral; IM large IM, asymmetric		
17	2026-01-02_day5_pax8_17	17.czi	1.9673504480248971	971.0889536606082	493.66269706058705	1076.6945862329972	258.34333352734785	4.168080872869819	compact	146008.6766666667	0.4562342824217774	41.01924368212396	314.39319472223815	487.2331445633195	0.8473963950711402	0.7851814746748453	large LPM	posterior LPM	bilateral-like	partially bilateral	128353.81	0.4010680032060045	0.5113109758008408	0.4035510450867167	small MESP2	partially bilateral	asymmetric	126343.08555555556	0.3947850791702409	0.6293303565940844	0.4049704377196018	intermediate IM	partially bilateral	asymmetric	compact; LPM large LPM, posterior LPM, bilateral-like; MESP2 small MESP2, partially bilateral; IM intermediate IM, partially bilateral		
18	2026-01-02_day5_pax8_18	18.czi	2.3488952693132297	1034.075939041901	440.261688891477	1096.3347927944203	253.73652621073344	4.321221508648462	intermediate	148153.59000000003	0.4537293906496096	313.0082805874882	457.9237376898066	635.5429223668951	0.4574102246989499	0.1970897072963827	large LPM	anterior-shifted LPM	asymmetric	asymmetric	151638.89	0.4644033341242907	0.8211785656903275	0.7888653162928718	intermediate MESP2	bilateral-like	partially bilateral	111342.27000000002	0.3409924816580165	0.8801708690364646	0.906300043738996	intermediate IM	bilateral-like	bilateral-like	intermediate; LPM large LPM, anterior-shifted LPM, asymmetric; MESP2 intermediate MESP2, bilateral-like; IM intermediate IM, bilateral-like		
19	2026-01-02_day5_pax8_19	19.czi	2.003916128402425	1193.3303115373349	595.5198197974875	1443.0096031822648	248.6431027980344	5.804157471078895	intermediate	111231.66888888887	0.2775430915732242	70.53421579691717	455.9537084881852	599.6415785675338	0.8365717704717781	0.5300155021961435	intermediate LPM	posterior LPM	bilateral-like	partially bilateral	108137.84222222224	0.2698234355936301	0.7006104711486141	0.8372209263822055	small MESP2	partially bilateral	bilateral-like	110966.9022222222	0.276882450948605	0.8783145005243829	0.9810429947774564	intermediate IM	bilateral-like	bilateral-like	intermediate; LPM intermediate LPM, posterior LPM, bilateral-like; MESP2 small MESP2, partially bilateral; IM intermediate IM, bilateral-like		
20	2026-01-02_day5_pax8_20	20.czi	2.960464634737483	1500.8647013833324	506.9835872870135	1495.54228912724	314.5507307136431	4.754729750540246	elongated	247100.9088888889	0.4759853680080532	19.785356311758505	199.87099415867797	422.53916267691994	0.8310141133564642	0.9096113346856174	large LPM	posterior LPM	bilateral-like	bilateral-like	97180.2577777778	0.187196319792869	0.7461595412716719	0.8699233341363213	small MESP2	partially bilateral	bilateral-like	145823.7155555556	0.2808972060245378	0.6375059987755674	0.4282400938473782	large IM	partially bilateral	asymmetric	elongated; LPM large LPM, posterior LPM, bilateral-like; MESP2 small MESP2, partially bilateral; IM large IM, partially bilateral		
21	2026-01-02_day5_pax8_21	21.czi	1.111101460307921	821.837522141449	739.665136794249	938.8227312034694	383.2175868005945	2.4501151059113315	compact	69661.3775	0.1527055195859662	291.85787984580674	349.7549425824534	411.3261825470422	0.0	0.0	small LPM	mid-axis LPM	asymmetric	asymmetric	139401.34000000003	0.30558330626867	0.1188758379419789	0.0340053833351151	intermediate MESP2	asymmetric	asymmetric	131960.41083333333	0.2892719584978309	0.3823501707555315	0.1893164447348408	large IM	asymmetric	asymmetric	compact; LPM small LPM, mid-axis LPM, asymmetric; MESP2 intermediate MESP2, asymmetric; IM large IM, asymmetric		
22	2026-01-02_day5_pax8_22	22.czi	2.5339063122875416	1151.3527664799385	454.4062931177881	1130.5069722502717	323.4875960926886	3.494914969876119	elongated	131046.14900000002	0.3263195193461329	105.94080046135078	376.7699255971967	527.868725385152	0.8716333857409339	0.4218907959262424	intermediate LPM	mid-axis LPM	bilateral-like	asymmetric	207539.436	0.516796331045848	0.972491676271299	0.9185230726890314	large MESP2	bilateral-like	bilateral-like	102288.095	0.2547087590893769	0.4206042777439654	0.1227220856847478	intermediate IM	asymmetric	asymmetric	elongated; LPM intermediate LPM, mid-axis LPM, bilateral-like; MESP2 large MESP2, bilateral-like; IM intermediate IM, asymmetric		
23	2026-01-02_day5_pax8_23	23_from_previous_stain.czi	2.4986078189184955	1208.88894875214	483.830758382874	1234.6183819420312	318.5626789400942	3.875676423272835	elongated	40513.055555555555	0.0950138744478075	439.4632333287406	562.1605571767071	636.3518534338457	0.9193070506229136	0.7554784574566418	small LPM	anterior-shifted LPM	bilateral-like	partially bilateral	175391.39222222226	0.4113393939634151	0.9803350944417826	0.739895718670235	intermediate MESP2	bilateral-like	partially bilateral	81508.32444444444	0.1911586672250796	0.9918994687394306	0.872577718026741	intermediate IM	bilateral-like	bilateral-like	elongated; LPM small LPM, anterior-shifted LPM, bilateral-like; MESP2 intermediate MESP2, bilateral-like; IM intermediate IM, bilateral-like		
24	2026-01-02_day5_pax8_24	24.czi	1.9847803562693496	1100.6344610568754	554.5432210198051	1185.9662541874084	333.7638468127824	3.5534110291231467	intermediate	95155.69142857144	0.2220698444751579	347.1054302809754	434.51672227788106	560.0884239504387	0.1671109297963341	0.0121269522208388	intermediate LPM	anterior-shifted LPM	asymmetric	asymmetric	163565.44285714286	0.3817212813178058	0.9396108576122104	0.9178097849422348	intermediate MESP2	bilateral-like	bilateral-like	103370.2985714286	0.2412407054426088	0.6324503741229315	0.2145058343200016	intermediate IM	partially bilateral	asymmetric	intermediate; LPM intermediate LPM, anterior-shifted LPM, asymmetric; MESP2 intermediate MESP2, bilateral-like; IM intermediate IM, partially bilateral		
25	2026-01-02_day5_pax8_25	25.czi	1.4666506647528592	1196.6896500274393	815.9355295044968	1573.3580579292404	295.2071273287628	5.330438926118032	compact	33597.200000000004	0.0627662157370815	375.2804259248738	421.9638361731137	629.2693682488404	0.0104603477114996	0.0048151085831321	small LPM	anterior-shifted LPM	asymmetric	asymmetric	126939.111	0.237147370212379	0.9930810778398445	0.8710652040086165	small MESP2	bilateral-like	bilateral-like	38064.039	0.0711111546110594	0.6176080803720204	0.5046584219551704	small IM	partially bilateral	partially bilateral	compact; LPM small LPM, anterior-shifted LPM, asymmetric; MESP2 small MESP2, bilateral-like; IM small IM, partially bilateral		
26	2026-01-02_day5_pax8_26	26.czi	3.748143468953065	1487.6600014323587	396.9856121994381	1406.0897206083148	287.53267484932644	4.891250939069047	elongated	15673.341666666667	0.0350571028512837	223.502044027621	268.1224603759481	446.913535815808	0.0290956628661476	0.1322341136805329	small LPM	mid-axis LPM	asymmetric	asymmetric	149092.64500000002	0.3334806514969909	0.9425059219157036	0.7035030680414694	intermediate MESP2	bilateral-like	partially bilateral	55757.184166666666	0.1247140132334341	0.2895578585116813	0.1011861284635092	small IM	asymmetric	asymmetric	elongated; LPM small LPM, mid-axis LPM, asymmetric; MESP2 intermediate MESP2, bilateral-like; IM small IM, asymmetric		
27	2026-01-02_day5_pax8_27	27.czi	2.2529665791363875	1186.810017858015	526.7836878057584	1112.0801343414748	395.0033064185547	2.8154128505927796	intermediate	54130.32444444445	0.1140813276852256	32.638352538538655	90.81482554882376	320.78772205421933	0.5324722219559741	0.2920249171446729	small LPM	posterior LPM	partially bilateral	asymmetric	183460.20333333337	0.3866480348764318	0.7000759539202501	0.5297895229440043	intermediate MESP2	partially bilateral	partially bilateral	69707.43000000001	0.1469105579089337	0.0010223536767297	0.0001531963720313	small IM	asymmetric	asymmetric	intermediate; LPM small LPM, posterior LPM, partially bilateral; MESP2 intermediate MESP2, partially bilateral; IM small IM, asymmetric		
28	2026-01-02_day5_pax8_28	28_noPAX8_647phalloidin.czi	2.1894022016472277	1075.9150037522604	491.4555898873892	1060.9708970981312	336.8210812092491	3.150017986067375	intermediate	200690.66875	0.4911166161255336	56.31103168245526	342.0541177441912	524.1427961464942	0.8094954966723432	0.8316870694696623	large LPM	posterior LPM	bilateral-like	bilateral-like	317928.50375000003	0.7780131079539991	0.9301814269193096	0.8605617802345754	large MESP2	bilateral-like	bilateral-like					undetermined	undetermined	undetermined	intermediate; LPM large LPM, posterior LPM, bilateral-like; MESP2 large MESP2, bilateral-like; IM undetermined, undetermined		
29	2026-01-02_day5_pax8_29	29.czi	2.423558088441885	1099.0501823065956	453.6082543896944	1092.0872578721069	332.2860590549293	3.2871881815111244	elongated	142724.02083333334	0.3735079767453346	153.21883710795765	319.3694097945723	478.1684562204794	0.9000758622225894	0.3126642194245774	intermediate LPM	mid-axis LPM	bilateral-like	asymmetric	219145.96166666667	0.5735037751606737	0.981406830727057	0.9696235115674868	large MESP2	bilateral-like	bilateral-like	135520.25500000003	0.3546557612202581	0.947740078152064	0.9887546238223532	large IM	bilateral-like	bilateral-like	elongated; LPM intermediate LPM, mid-axis LPM, bilateral-like; MESP2 large MESP2, bilateral-like; IM large IM, bilateral-like		
30	2026-01-02_day5_pax8_30	30.czi	2.191022750121128	1109.7129391715698	506.5557140116116	1178.6116604825895	281.5622736806247	4.18616038905955	intermediate	88169.9288888889	0.2411885810091679	438.2641735094429	587.9911339966934	703.9950524563424	0.3308837665371578	0.126003753718403	intermediate LPM	anterior-shifted LPM	asymmetric	asymmetric	191047.74	0.522610530554882	0.7760568926699865	0.7720264424469552	large MESP2	partially bilateral	partially bilateral	129007.08888888887	0.35289851201361	0.4347992852303746	0.2202039195992268	large IM	asymmetric	asymmetric	intermediate; LPM intermediate LPM, anterior-shifted LPM, asymmetric; MESP2 large MESP2, partially bilateral; IM large IM, asymmetric		
31	2026-01-02_day5_pax8_31	31.czi	1.8966877392260415	978.8062527860928	516.0725604990273	1010.0512798506824	330.385926097069	3.057277811474767	compact	200461.22777777785	0.5450710043128999	141.60020913874487	318.07352342707713	498.9724004304487	0.7887490383143269	0.8182208645987336	large LPM	mid-axis LPM	partially bilateral	bilateral-like	183998.3744444445	0.5003071160551492	0.8629603227393344	0.5720139948365716	large MESP2	bilateral-like	partially bilateral	232846.8855555556	0.6331303423003732	0.7004761135482734	0.5194571765161354	large IM	partially bilateral	partially bilateral	compact; LPM large LPM, mid-axis LPM, partially bilateral; MESP2 large MESP2, bilateral-like; IM large IM, partially bilateral		
3202	2026-01-02_day5_pax8_3202	32-2nddirection.czi	1.2679736309314935	762.4181333993445	601.2877905451985	849.8612825535712	315.13073387013776	2.6969085463544196	compact	202023.107	0.602092561047721	73.87512239835063	303.4141461634008	442.6710262563194	0.2981836099768981	0.0547823741403805	large LPM	posterior LPM	asymmetric	asymmetric	187812.235	0.5597396814971588	0.5493739451583248	0.2490065919207203	large MESP2	partially bilateral	asymmetric	194223.92600000004	0.578848542419868	0.4352125410976143	0.4043522909464366	large IM	asymmetric	asymmetric	compact; LPM large LPM, posterior LPM, asymmetric; MESP2 large MESP2, partially bilateral; IM large IM, asymmetric		
33	2026-01-02_day5_pax8_33	33-no PAX8 stain.czi	2.1849144021191025	1136.941679263163	520.411046876788	1181.832392331679	369.9036915389992	3.1950477207992933	intermediate	202810.32777777783	0.4453445719384532	390.7269579352549	521.0743343063092	691.8009184077039	0.8390062736067749	0.6504209731416557	large LPM	anterior-shifted LPM	bilateral-like	partially bilateral	190280.10444444444	0.4178298639459148	0.8131638640495078	0.7119194871923953	large MESP2	bilateral-like	partially bilateral					undetermined	undetermined	undetermined	intermediate; LPM large LPM, anterior-shifted LPM, bilateral-like; MESP2 large MESP2, bilateral-like; IM undetermined, undetermined		
34	2026-01-02_day5_pax8_34	34.czi	1.7745310649165829	897.34779175742	505.6996376696632	891.0531678744494	347.1076604532133	2.5671833060645963	compact	236694.26444444447	0.6815502662124087	2.9851414773053184	134.6548179790214	351.341601215999	0.7210820662694276	0.3503677511190305	large LPM	posterior LPM	partially bilateral	asymmetric	188345.80555555556	0.5423330988508557	0.8527611132494789	0.9440447542084552	large MESP2	bilateral-like	bilateral-like	191893.8666666667	0.5525495779045052	0.6239015630602032	0.6674662853595105	large IM	partially bilateral	partially bilateral	compact; LPM large LPM, posterior LPM, partially bilateral; MESP2 large MESP2, bilateral-like; IM large IM, partially bilateral		
35	2026-01-02_day5_pax8_35	35.czi	2.6550337699207884	1146.8637422900626	432.0370229724926	1201.907867420431	277.00193238426186	4.33977064680756	elongated	62539.013333333336	0.1721156057415279	475.3485427789279	594.6827315027417	675.1851800784142	0.0218530932875666	0.0009864957267149	small LPM	anterior-shifted LPM	asymmetric	asymmetric	119799.78111111112	0.329704784175915	0.819188132137693	0.6976564944505126	small MESP2	bilateral-like	partially bilateral	64935.05777777778	0.1787098357902352	0.0780899758988085	0.0119073290930361	small IM	asymmetric	asymmetric	elongated; LPM small LPM, anterior-shifted LPM, asymmetric; MESP2 small MESP2, bilateral-like; IM small IM, asymmetric		
36	2026-01-02_day5_pax8_36	36.czi	2.084938726877633	920.5403452460848	441.53595499667614	919.3387574048857	318.58646247249084	2.8858680976363726	intermediate	171646.72777777782	0.5494690120263501	173.53899996594365	254.9963196717216	431.30612877069103	0.7797960933866498	0.2299748603253912	large LPM	mid-axis LPM	partially bilateral	asymmetric	148048.13111111114	0.4739260770487083	0.7286789963347258	0.6398089356203565	intermediate MESP2	partially bilateral	partially bilateral	154042.18555555557	0.4931140173972422	0.707245498300302	0.2355743706736034	large IM	partially bilateral	asymmetric	intermediate; LPM large LPM, mid-axis LPM, partially bilateral; MESP2 intermediate MESP2, partially bilateral; IM large IM, partially bilateral		
37	2026-01-02_day5_pax8_37	37-no PAX8 stain.czi	2.187695504500908	1202.141812294515	549.5589311622849	1205.2209037347704	383.5207714427803	3.1429512516855933	intermediate	132449.863	0.2613442575937949	158.7655755746361	407.4471303814528	596.4481468928736	0.0606756469168732	0.009926726443489	intermediate LPM	mid-axis LPM	asymmetric	asymmetric	147531.08500000002	0.2911018630599267	0.9229707965493452	0.7882862197715822	intermediate MESP2	bilateral-like	partially bilateral					undetermined	undetermined	undetermined	intermediate; LPM intermediate LPM, mid-axis LPM, asymmetric; MESP2 intermediate MESP2, bilateral-like; IM undetermined, undetermined		
38	2026-01-02_day5_pax8_38	38.czi	2.255522796843006	1200.387986098637	532.221370929289	1157.1918879693817	347.0680287604307	3.3342312276871775	intermediate	57461.2675	0.1237990167297936	219.47915388508477	783.7016537773734	868.3640485894849	3.658800750983203e-05	2.4342198664401016e-06	small LPM	mid-axis LPM	asymmetric	asymmetric	256381.23875	0.5523676494817396	0.9639796855945086	0.7938533983132295	large MESP2	bilateral-like	partially bilateral	97014.23875	0.2090150093894021	0.1959808380466292	0.0300531494893218	intermediate IM	asymmetric	asymmetric	intermediate; LPM small LPM, mid-axis LPM, asymmetric; MESP2 large MESP2, bilateral-like; IM intermediate IM, asymmetric		
39	2026-01-02_day5_pax8_39	39.czi	2.578716461649041	1467.6078759652185	569.1839998328962	1506.2410427474151	328.9005866761306	4.579929435569919	elongated	4076.8433333333337	0.0077024842294376	614.4905051551514	637.2643655594602	706.6996659984553	0.0638054078534487	0.1839066831236792	small LPM	anterior-shifted LPM	asymmetric	asymmetric	94963.54111111112	0.179417043524659	0.3570799314579349	0.1279383833898955	small MESP2	asymmetric	asymmetric	19787.458888888897	0.0373849514368498	0.0	0.0	small IM	asymmetric	asymmetric	elongated; LPM small LPM, anterior-shifted LPM, asymmetric; MESP2 small MESP2, asymmetric; IM small IM, asymmetric		
